GLIDE_number,Event,Country,Date,Event_Code,Country_Code,Glide_Serial,Comments
FL-2020-000203-ETH,Flood,Ethiopia,2020-09-10,FL,ETH,2020-000203,"On 10 September, heavy rainfall was reported in South Gondar zone in Amhara Region, with 62 mm recorded in 24 hours. The heavy and above average rain led to the backflow of Lake Tana and overflow of Gumera & Rib rivers, causing severe flooding. 
Across the country, heavy and prolonged Kiremt rains have led to flooding and landslide incidents in Afar, Oromia, Gambella, SNNP, Somali and Amhara regions between June and September. The latest National Disaster Risk Management Commission (NDRMC) reports indicates that close to 1,017,854 people have been affected and 292,863 people are displaced by floods across the country since the beginning of the season. The floods have killed livestock, destroyed crops and damaged homes and public infrastructure to an extent not seen in decades. 
Ethiopia Red Cross has been responding to those affected by the floods disasters in Afar, Oromia, and SNPRR regions. This DREF will support those displaced in Amhara region, South Gondar zone, following the latest phase of floods on 10th September as there are no other actors responding in the region."
FL-2020-000202-GIN,Flood,Guinea,2020-09-06,FL,GIN,2020-000202,"From 6 to 7 September 2020, 26 out of the 27 districts of the urban municipality and the 12 sub-prefectures of Kankan experienced heavy rainfall causing major damage to people and their property.
Based on initial assessments, 9907 households or 49536 people are affected including 23 248 men and 26 288 women, 4 371 children aged 0-5 years, 1145 pregnant women, 1238 lactating women, 135 disabled people, 946 elderly people. Some 657 houses are destroyed, with 1 363 people displaced, 551 water points destroyed, 75 host families, 744 latrines destroyed"
EP-2020-000201-YEM,Epidemic,Yemen,2020-08-14,EP,YEM,2020-000201,"The [polio] cases in Yemen are clustered in the Sa'adah governorate in the war-ravaged country's north-west, an area that has very low routine immunization levels and which has been inaccessible to the polio programme for more than 2 years. The last house-to-house campaigns in this area were nearly 2 years ago, in November 2018."
FL-2020-000200-BFA,Flood,Burkina Faso,2020-09-05,FL,BFA,2020-000200,"Since 5 September, heavy rain continues to affect central Burkina Faso (particularly the Centre Region, including the area of the capital Ouagadougou, and the Centre-Nord Region), triggering floods that have resulted in casualties and damage. As of 9 September, the government declared a state of national disaster."
FL-2020-000199-MRT,Flood,Mauritania,2020-09-07,FL,MRT,2020-000199,"From 1st to 8th September  2020, the wilaya of Hodh Echargui, located in the southeast of the country, on the border with Mali, received heavy rains that exceeded the 100 mm barrier in some areas, with flooding in the cities of Bassiknou, Adel Begrou, Amourj in particular and Néma, the capital of the region in southeastern Mauritania. This resulted in enormous damages in the above named three departments of the region, particularly in the department of Bassiknou, which suffered large-scale material damage to infrastructure such as roads, bridges, protective dikes, markets, and water supply sources, in addition to the destruction of a large part of food stocks. According to preliminary estimates, 9,282 people (1,380 households) are affected to date with 3 deaths recorded. Some 118 households (708 people) are currently homeless."
FL-2020-000198-SEN,Flood,Senegal,2020-09-07,FL,SEN,2020-000198,"From 6 to 7 September 2020, all parts of Senegal recorded excess  rainfall ranging from 100mm to 1900mm depending on the geographical areas. Dakar and Thies regions recorded 800mm of rainfall mainly in the suburbs and Thies department. 
Overall, in 11 regions including 25 departments, particularly the suburbs of Dakar and the department of Thies, where these heavy rains caused the displacement of nearly 3,285 people, or 365 families driven from their homes by the floods, waterlogged streets, entire neighborhoods flooded and bridges washed away, thus leaving some localities or communities isolated, since the accessibility of emergency services is a problem. This information from field surveys conducted by the Senegalese Red Cross teams reveals a critical situation with 16,798 affected people."
TC-2020-000197-JPN,Tropical Cyclone,Japan,2020-09-06,TC,JPN,2020-000197,"A powerful typhoon Haishen left two people dead, four missing and 108 injured 7 September 2020 in Japan as it battered almost the whole of the country’s southwestern main island of Kyushu with violent winds, causing massive blackouts and disrupting transportation and some mobile networks."
FL-2020-000196-NGA,Flood,Nigeria,2020-08-02,FL,NGA,2020-000196,"Heavy rains on 2 August in an IDP camp in Bama LGA partially damaged or destroyed at least 475 shelters, affecting some 2,481 IDPs. The rains, which lasted four hours the day before, left areas of the camp submerged in water."
FL-2020-000195-CMR,Flood,Cameroon,2020-08-01,FL,CMR,2020-000195,"Heavy rainfall in Mayo-Danay division, Far North region, at the end of July has caused widespread flooding in seven districts. According to the Cameroonian Red Cross, 5,553 people, including 1,260 children under five years old and 407 individuals with special needs have lost their shelter, personal belongings, livestock and field crops."
TC-2020-000194-BLZ,Tropical Cyclone,Belize,2020-09-01,TC,BLZ,2020-000194,"Nana made landfall in Belize early 3 September as a Category 1 hurricane after passing near Honduras’ northern coasts and the Bay Islands department, bringing heavy rains and 60mph wind speeds before weakening to a Tropical Storm over northern Guatemala."
FL-2020-000193-SSD,Flood,South Sudan,2020-08-04,FL,SSD,2020-000193,"More than 600,000 people have been affected by flooding in areas along the White Nile since July, with Jonglei and Lakes the worst affected states. Heavy rains have caused rivers to overflow their
dykes and banks, flooding vast areas and settlements along the White Nile in the centre of the country"
FL-2020-000192-TCD,Flood,Chad,2020-08-25,FL,TCD,2020-000192,"Following floods which have been occurring since early August 2020 in N’Djamena, 7,122 households (31,853 individuals) fled their homes located in 15 quartiers (7 arrondissements) of the city. They took refuge either elsewhere in their arrondissement, or in neighbouring arrondissements. Ten individuals died following the floods. It should be noted that 5,250 shelters have been destroyed. Most of the affected individuals are hosted by relatives, but some of them are currently without shelter."
FF-2020-000191-AFG,Flash Flood,Afghanistan,2020-08-26,FF,AFG,2020-000191,"Localised floods caused by heavy rainfall were reported on the evening of 25 August 2020 in Parwan City and Mandi Village of Nooristan Province, Rodat District of Nangarhar Province, Mehtarlam and Alishang Districts of Laghman Province, and Parcha and Charikar Districts of Parwan Province. Although the damage is widespread, Parwan Province is currently the most severely affected. Early information shared at PDMC meeting on 27 August 2020 indicates approximately 100 people have died and 100 people injured. Approximately 500 houses have been either partially damaged or destroyed that caused 300-400 families to be displaced."
FL-2020-000190-NER,Flood,Niger,2020-08-12,FL,NER,2020-000190,"According to the Niger Red Cross regional committees of Zinder, Dosso, Tahoua and Maradi, heavy rainfall was recorded from 12 to 13 August 2020 in these regions causing flooding in several localities. The current rainy season, which started in June, is expected to continue until the end of September 2020. The drastic weather change has resulted in torrential rains that have already affected the regions causing displacement, damage to property and a risk of an outbreak of water borne and vector related disease. According to the Department of Meteorology Services, in Niamey, the Niger River marks the record height ever measured of 640 CM. The red alert level set at 620 CM for the flow of 2,512 m3/s has been reached and exceeded since 12 August 2020. On 18 August 2020, the river marked the height of 640 CM at 10 AM, corresponding to a flow of 2,716 m3/s. This is the record never recorded at the Niamey station since its installation. The forecast of the trends for the next 2 days indicates that the rise in water level will continue and the alert would remain Red"
TC-2020-000189-HTI,Tropical Cyclone,Haiti,2020-08-22,TC,HTI,2020-000189,"Tropical Storm Laura is expected to reach Haiti on Saturday evening, 22 August, moving from the Nord-Est department through the Artibonite and the Nord-Ouest departments. Heavy rains and strong winds are expected during the night and throughout Sunday, with a high likelihood of flash floods, floods and landslides. An estimated 2 million people may be affected by heavy rains."
TC-2020-000189-USA,Tropical Cyclone,United States,2020-08-27,TC,USA,2020-000189,"Hurricane Laura may be the most powerful storm to crash into the Louisiana coast when it makes landfall in the early hours of Thursday, bringing the potential for catastrophic damage and what forecasters called an “unsurvivable storm surge”."
EQ-2020-000188-DZA,Earthquake,Algeria,2020-08-07,EQ,DZA,2020-000188,"A magnitude 4.9 earthquake hit eastern Algeria on Friday August 07, 07:15 am. The quake, which was followed by a 4.5 aftershock, hit Mila province some 350 km (215 miles) east of the capital Algiers.  houses and severe damages to many others, pushing residents to flee in panic to the streets.
The earthquake has left severe damages on the structures and infra-structures in different areas of Mila."
